list_id,host_id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9116734,20318052,2,67,6/23/19,1.72,2,110
9116752,8862886,2,40,9/3/18,0.9,1,0
9116831,3922367,4,0,,,1,0
9116868,8503277,5,3,1/13/18,0.07,1,0
9117817,46644337,2,26,6/23/19,0.67,3,360
9117976,41510712,1,1,12/27/15,0.02,1,0
9118958,22420999,2,3,1/7/18,0.08,5,346
9121896,7858210,2,66,5/29/19,1.51,4,180
9125862,47541749,1,0,,,1,0
9125917,20233581,1,4,1/5/16,0.09,1,0
9125932,1519189,15,3,8/1/16,0.07,2,211
9127011,19627702,1,8,12/30/17,0.23,1,0
9127163,47546771,3,4,6/2/19,0.31,1,180
9128491,47549695,4,2,5/28/16,0.05,1,0
9129113,17497762,3,1,12/14/15,0.02,1,0
9130275,47556575,1,188,11/20/18,4.19,1,157
9132614,9870919,4,2,7/7/17,0.04,1,0
9132731,6674503,1,6,6/14/19,0.17,1,365
9132760,14829766,1,2,11/6/15,0.04,1,0
9132807,30283594,30,0,,,121,360
9133278,25459,1,124,6/25/19,2.78,2,37
9133645,7202402,2,93,6/22/19,2.48,2,293
9133959,3092054,360,0,,,1,365
9136581,47584049,4,5,11/27/16,0.11,1,0
9136814,44034234,6,10,11/27/18,0.23,1,0
9137194,15278522,2,1,1/5/16,0.02,1,0
9137941,4223044,1,0,,,1,0
9138319,2264413,2,9,12/29/18,0.21,1,6
9138664,47594947,2,6,5/26/19,0.13,1,5
9140055,35322092,1,136,7/7/19,3.05,3,200
9144999,47621361,14,1,1/1/16,0.02,1,0
9145070,3025128,1,43,8/27/16,0.98,1,0
9145150,31980952,3,2,12/29/15,0.05,1,0
9145202,47621202,1,629,7/5/19,14.58,2,333
9146175,2856748,30,1,8/15/16,0.03,49,331
9146595,835110,1,131,6/23/19,2.92,1,241
9146709,47627249,7,1,1/2/16,0.02,1,0
9147025,403032,2,112,7/1/19,2.6,1,162
9147431,25344446,5,26,5/20/19,0.59,2,292
9148875,3201337,3,90,6/25/19,2.11,2,37
9149182,47636934,1,1,11/9/15,0.02,1,0
9149435,46561509,1,0,,,1,0
9149930,2119276,30,10,1/25/19,0.39,39,241
9150194,22489244,2,78,6/12/19,1.91,1,58
9151490,8133069,1,1,10/9/17,0.05,1,0
9151677,40880743,5,1,11/6/15,0.02,1,0
9152795,1443812,3,184,6/27/19,4.1,2,262
9152932,4313126,1,1,11/27/15,0.02,2,0
9152965,4313126,10,1,1/7/16,0.02,2,0
9153256,9787825,7,1,7/29/17,0.04,1,0
9155206,46644337,2,53,6/22/19,1.24,3,289
9155212,47661247,6,10,1/2/19,0.23,1,36
9155475,4900788,2,4,4/1/16,0.1,1,0
9155741,47663806,1,1,11/8/15,0.02,1,0
9156676,43825074,3,82,6/24/19,1.83,3,351
9157504,47672492,1,0,,,1,0
9162161,914838,20,2,5/18/18,0.06,7,341
9165191,16947579,5,8,5/26/19,0.23,1,289
9166769,44087298,7,24,1/1/18,0.54,2,0
9167889,17943391,2,210,7/4/19,4.73,2,237
9168009,47577737,3,1,4/24/16,0.03,1,0
9168809,47718277,1,71,11/12/18,1.61,1,0
9170129,46973966,7,107,6/23/19,2.4,2,249
9171140,12986471,1,1,11/25/15,0.02,1,0
9172067,47731857,2,2,2/8/16,0.05,1,0
9172192,47705853,1,66,8/28/17,1.51,3,231
9172277,6615642,4,0,,,1,0
9173061,8167329,1,6,5/16/16,0.14,1,0
9173352,706623,1,0,,,4,334
9174180,12901128,1,0,,,1,0
9175286,47741973,3,1,11/10/15,0.02,1,0
9175459,10621862,4,13,6/26/19,0.35,1,4
9178165,527811,1,200,6/23/19,4.51,1,58
9181483,47773961,4,72,6/27/19,1.62,1,63
9182008,16176030,4,11,8/26/17,0.25,1,38
9182754,9859148,1,1,1/3/16,0.02,1,0
9183131,872654,1,3,12/20/15,0.07,1,0
9184688,8737065,7,0,,,1,0
9184982,31291159,7,2,12/9/15,0.04,1,0
9185329,17615713,7,19,6/21/19,0.43,1,21
9185689,47790612,1,0,,,1,0
9185696,47790995,5,85,5/25/19,1.9,1,332
9185754,46547144,1,2,11/23/15,0.05,1,0
9186894,6217827,2,2,5/16/16,0.05,1,0
9187221,36297318,1,0,,,1,0
9187379,1495355,1,9,4/21/19,0.42,2,0
9191908,14340851,2,0,,,1,0
9193390,47825300,1,0,,,1,0
9194620,3129612,30,4,8/20/16,0.09,1,253
9195534,47835171,1,0,,,1,0
9196297,34907341,2,24,12/27/16,0.54,1,0
9196408,47838741,5,2,1/5/16,0.05,1,159
9197311,26474885,3,0,,,1,0
9197829,7897952,1,1,12/1/15,0.02,1,0
9199020,40236486,1,25,5/24/19,0.63,3,55
9199352,1459609,7,0,,,1,0
9201458,13794250,5,1,11/21/15,0.02,1,0
9201479,47860375,1,2,12/3/15,0.05,1,0
9201989,39939246,3,3,12/28/17,0.07,1,0
9207023,47886371,1,1,12/29/15,0.02,1,0
9207124,25798603,3,0,,,1,0
9208886,47893591,13,0,,,1,0
9211087,47903548,1,0,,,1,0
9211258,36430529,2,0,,,1,0
9211534,43846246,1,0,,,1,0
9211969,17634934,1,0,,,1,0
9212510,28570275,2,9,4/16/18,0.23,1,0
9214148,47917120,2,2,10/9/18,0.05,1,0
9215307,3311487,1,46,6/9/19,1.04,3,16
9216664,1651250,1,1,8/1/16,0.03,2,0
9217460,19648898,3,1,6/12/16,0.03,1,0
9217592,881301,3,3,6/17/19,0.07,1,0
9217707,47932600,5,6,9/4/18,0.16,1,157
9217745,13318184,1,2,11/12/15,0.04,4,0
9217837,8838044,3,34,5/1/19,0.77,1,0
9218051,20123860,1,2,11/10/15,0.04,2,0
9219569,47672228,1,9,7/23/16,0.21,1,0
9219588,12864943,1,1,12/27/15,0.02,2,0
9222165,47952362,3,124,6/30/19,2.82,1,245
9227929,2807798,1,162,7/5/19,4.46,2,73
9230523,15565209,2,38,12/9/17,1.06,1,98
9230605,47985489,2,5,5/19/16,0.11,1,0
9230690,8439782,5,0,,,1,0
9230738,4031222,5,14,4/21/19,0.38,1,4
9231083,20956615,1,8,9/4/18,0.19,1,364
9231257,45168846,1,0,,,1,0
9231341,14667282,1,0,,,1,0
9231791,47989547,1,3,5/1/16,0.07,1,0
9232861,45595980,30,5,5/1/19,0.13,12,220
9233068,42528111,2,0,,,1,0
9233338,47995413,1,10,7/17/16,0.23,1,0
9233883,43538528,5,0,,,1,0
9235437,9419684,30,0,,,3,176
9236348,48007438,1,0,,,1,0
9237142,11013791,30,4,7/25/17,0.11,1,0
9237147,47743811,2,8,5/27/19,0.18,1,181
9237600,17051015,1,0,,,1,0
9237857,17507097,3,3,11/26/17,0.07,1,0
9238214,48016303,4,9,4/25/19,0.21,1,0
9238295,24272490,1,9,9/11/17,0.21,1,189
9238515,48017685,3,3,1/25/19,0.07,1,0
9238861,4396038,2,2,3/2/18,0.05,1,0
9239252,47052253,5,0,,,1,0
9240067,20761853,1,137,6/23/19,3.06,2,289
9240346,2598539,1,206,6/23/19,4.64,1,278
9240606,14078910,2,42,6/6/18,0.96,1,0
9241147,39768761,2,50,12/25/18,1.15,1,0
9241956,23267314,2,123,6/28/19,2.81,2,261
9242243,3335559,1,10,6/6/19,0.3,1,175
9247687,48055483,1,1,1/5/16,0.02,1,364
9247923,46631730,2,9,11/3/16,0.21,1,0
9248049,48054322,1,193,7/5/19,4.37,1,213
9248239,48057837,1,2,12/28/15,0.05,1,0
9248558,48059119,1,0,,,3,365
9249597,20694807,6,1,1/1/16,0.02,1,0
9249776,11120994,1,0,,,1,0
9250196,30283594,30,0,,,121,363
9250241,48059119,1,1,5/11/18,0.07,3,365
9250374,733282,28,4,7/21/18,0.09,1,0
9250731,798653,1,7,4/11/16,0.16,1,0
9251088,30283594,30,0,,,121,363
9253112,1941852,1,17,8/30/17,0.38,1,0
9253505,3001268,1,0,,,1,0
9253823,31537314,5,12,6/15/19,0.27,1,20
9253827,48078451,3,93,6/30/19,2.69,1,23
9255049,902703,5,30,5/14/19,0.76,1,284
9256750,16865342,3,71,5/27/19,1.85,2,2
9259254,12587611,4,0,,,1,0
9260415,48106825,2,138,5/20/19,3.22,2,353
9260616,8996900,4,1,12/2/15,0.02,1,0
9260911,1974661,1,177,6/22/19,4.05,1,91
9260951,3509166,20,0,,,1,0
9261302,12780893,1,0,,,1,0
9261392,7174662,2,132,6/1/19,3.23,1,14
9263457,30637963,5,0,,,1,0
9266394,48133396,90,0,,,1,0
9269126,9372538,1,9,5/3/19,0.21,2,89
9269191,2801328,2,104,6/16/19,2.38,2,155
9270122,48148603,1,1,1/3/16,0.02,1,0
9271742,2801328,2,122,7/4/19,2.76,2,159
9273161,48161896,5,2,5/22/17,0.08,1,0
9274832,48169083,1,0,,,1,0
9275199,48170780,1,0,,,1,0
9275453,48171900,1,2,1/3/16,0.05,1,0
9276587,2782391,3,12,6/14/19,0.27,2,1
9276634,46323876,2,1,11/28/15,0.02,1,0
9277581,25687571,2,15,12/3/17,0.34,1,0
9277608,42047615,3,130,6/5/19,3.11,2,235
9278192,48183551,6,76,6/21/19,1.75,5,279
9278786,1449710,1,2,12/13/15,0.05,1,0
9279920,48190744,21,0,,,1,0
9280902,1747007,14,9,6/4/18,0.2,1,6
9281688,114649,7,23,12/26/18,0.57,1,130
9281747,11526455,2,123,6/27/19,2.81,1,124
9282032,4835399,5,0,,,1,0
9282443,5603037,13,9,4/23/19,0.21,1,44
9282987,11607339,2,4,12/31/16,0.09,1,0
9283104,26885466,2,54,8/19/17,1.22,1,0
9288411,6640038,3,0,,,1,0
9289159,43963802,3,46,6/29/19,1.22,2,325
9291870,48244550,1,3,6/4/16,0.07,1,0
9292072,23429756,1,0,,,1,0
9295059,11797330,3,18,7/25/16,0.44,1,0
9296077,42064476,1,9,10/13/16,0.2,1,0
9296089,34734634,6,0,,,1,0
9296598,48264527,1,1,3/31/16,0.03,1,0
9296742,48264768,1,0,,,1,0
9297852,48261452,30,7,11/26/17,0.16,1,0
9297960,10646374,3,0,,,1,0
9298825,4631581,2,3,10/16/16,0.07,1,0
9298895,3856750,7,6,1/5/18,0.18,2,0
9299515,48277456,7,0,,,1,0
9299707,48278499,1,0,,,1,0
9300556,1550888,30,3,12/3/17,0.08,3,355
9300634,15895218,2,2,2/22/16,0.05,2,0
9301562,48287405,1,0,,,1,0
9301647,9226879,3,6,6/29/19,0.28,2,233
9301755,4865452,1,1,12/3/15,0.02,1,0
9302921,31038604,2,66,6/25/18,1.5,1,0
9308016,1516920,1,1,12/27/15,0.02,2,0
9309192,84320,10,6,1/3/17,0.14,1,0
9310390,21893700,1,110,6/23/19,2.47,1,134
9310959,7065964,2,161,6/28/19,3.65,1,183
9311761,6655182,2,2,9/24/16,0.05,1,0
9312190,6930315,1,0,,,1,0
9313531,10387090,15,0,,,5,342
9313758,1516920,1,10,3/17/16,0.22,2,0
9314139,48345272,5,1,1/1/16,0.02,1,0
9315478,15815555,1,0,,,1,0
9315567,48351548,1,11,7/4/16,0.25,1,0
9315797,1838431,15,1,7/1/16,0.03,1,0
9316528,48356150,14,3,7/15/18,0.13,1,0
9316653,31245408,1,0,,,1,0
9317779,30738895,1,0,,,1,0
9319328,48370995,1,8,11/15/16,0.19,1,0
9319688,48372942,2,1,5/6/18,0.07,1,364
9324841,9659504,4,10,7/31/18,0.23,1,0
9325951,33377685,4,1,1/5/16,0.02,1,0
9325979,48402458,2,119,6/23/19,2.72,1,78
9327458,48410883,3,7,4/1/18,0.16,2,0
9328355,2754405,30,11,6/22/19,0.26,1,251
9328578,43963802,3,52,6/4/19,1.33,2,325
9329015,11241615,5,33,5/14/19,0.76,1,28
9329090,9226879,4,1,1/10/16,0.02,2,223
9330135,48423154,5,0,,,1,0
9330771,28396398,30,0,,,1,0
9330884,48427159,3,0,,,1,0
9331036,20267329,2,3,1/2/17,0.07,1,0
9331114,1698259,7,31,3/25/19,0.72,1,209
9331413,17433287,4,4,5/2/17,0.09,2,188
9331520,6894897,2,166,7/1/19,3.76,1,8
9331671,48431029,3,14,6/17/19,1.86,1,51
9331683,45589955,6,1,1/7/16,0.02,1,0
9332872,48356908,1,178,6/18/19,4.47,1,228
9332926,48437907,1,1,11/10/15,0.02,1,0
9333533,48442001,7,4,3/20/16,0.09,1,0
9334086,25402037,2,3,3/30/16,0.07,1,0
9334185,48249473,1,59,6/23/19,1.45,2,354
9334228,1423321,7,1,12/8/15,0.02,1,0
9334365,20592462,1,1,11/23/15,0.02,1,0
9334840,2716515,1,1,11/11/15,0.02,1,0
9336526,27962518,1,0,,,2,0
9339253,48471249,2,7,10/28/18,0.19,1,310
9340975,1939202,8,2,6/7/16,0.05,1,0
9341144,377783,30,3,7/22/18,0.16,1,0
9341196,5549166,3,0,,,1,0
9341671,350553,5,0,,,2,0
9342019,22308430,2,13,3/24/19,0.3,1,288
9342478,10406276,3,0,,,1,0
9343313,11824700,1,13,5/18/18,0.32,2,0
9343350,11824700,2,3,12/23/16,0.07,2,0
9343634,48492929,3,7,6/20/19,0.22,1,317
9344858,17433287,3,5,5/31/17,0.16,2,0
9345056,16963843,5,28,8/20/18,1.36,2,0
9345131,4429743,1,0,,,1,0
9345523,39333015,1,1,11/14/15,0.02,1,0
9347368,48511336,5,5,8/18/17,0.12,1,0
9348111,3311487,2,21,6/30/19,0.48,3,2
9348923,6264251,2,24,10/13/17,0.56,1,0
9348941,7992346,1,0,,,1,0
9349010,3716641,30,5,2/26/17,0.13,8,156
9349116,5854655,1,1,1/1/16,0.02,1,0
9349221,35489917,1,5,5/1/16,0.12,1,0
9349950,10621509,5,12,6/15/17,0.28,1,0
9350295,2539393,1,3,11/27/16,0.08,1,0
9350645,13031745,4,3,3/23/16,0.07,3,0
9350729,2953015,2,2,6/11/16,0.05,1,0
9351006,47784768,2,75,6/21/19,1.73,2,249
9351013,48532777,1,16,12/31/17,0.45,1,36
9351679,48534909,4,4,1/4/19,0.09,1,0
9352565,33281828,4,2,12/28/15,0.05,1,0
9355498,10909829,4,76,6/25/19,1.78,2,274
9356909,9038714,2,6,6/30/19,1.4,1,73
9358066,34654571,20,0,,,1,0
9358718,23716267,1,0,,,1,0
9359564,19195540,3,25,6/24/19,0.58,3,0
9359933,1733622,1,3,1/1/16,0.07,1,0
9360968,29988752,2,22,11/6/17,0.5,1,0
9361107,48576700,2,127,5/29/19,2.9,2,236
9361349,48577772,8,6,9/7/17,0.14,1,0
9362344,820010,1,145,7/1/19,3.26,3,313
9362388,4983133,7,7,4/27/19,0.16,1,269
9362527,48582770,5,1,12/30/15,0.02,1,0
9362788,812866,1,0,,,1,0
9363966,48588586,1,0,,,1,0
9364184,24708016,3,11,8/19/18,0.31,1,0
9364626,22141007,2,0,,,1,0
9364750,48592068,1,0,,,1,1
9365025,2376644,2,0,,,1,0
9365126,48593631,3,10,9/7/18,0.7,1,0
9365176,48593893,2,10,5/24/17,0.23,1,0
9365502,3843401,1,1,11/17/15,0.02,1,0
9366053,258409,3,6,1/2/19,0.32,1,0
9366256,10549294,4,14,6/2/19,0.33,1,8
9366707,48601058,2,24,6/23/19,1.69,1,0
9366904,31668272,2,9,6/4/19,1.41,1,89
9367337,48603884,3,30,5/21/19,0.69,1,357
9367923,24975940,4,0,,,2,0
9368365,22157668,5,0,,,1,0
9368754,801176,3,2,5/19/16,0.05,1,0
9369426,943095,2,2,7/20/17,0.07,1,0
9369514,27974952,30,5,5/8/18,0.12,7,365
9370370,48618336,30,32,9/23/17,0.72,1,67
9370538,6452596,2,1,11/28/15,0.02,1,0
9370896,46638648,29,12,8/20/18,0.31,1,339
9371009,5993775,3,4,8/16/16,0.09,1,0
9371045,32975805,2,0,,,1,0
9371171,149430,5,79,6/28/19,1.82,2,307
9371173,6337128,4,0,,,1,0
9373167,3289567,2,2,4/26/18,0.06,2,188
9374263,48638439,30,68,7/3/19,1.66,2,365
9377185,1021134,2,1,8/8/16,0.03,1,0
9379983,48664130,2,1,12/6/15,0.02,1,0
9380474,48578050,7,4,7/18/17,0.11,1,0
9381315,7379511,1,1,1/9/16,0.02,1,0
9381449,27499750,1,0,,,1,0
9381657,822839,2,47,5/18/19,1.1,1,54
9382195,48674244,14,7,8/31/17,0.16,1,0
9382719,8237570,1,23,5/20/18,0.52,2,364
9383071,48677964,3,6,10/8/18,0.14,1,10
9383406,6991164,1,49,6/17/19,1.11,1,230
9384367,48627335,1,0,,,1,0
9384723,13838573,31,5,5/24/16,0.12,1,365
9384981,3388950,4,100,6/28/19,2.34,6,113
9385790,23268312,15,14,6/7/19,0.49,1,15
9386923,4769886,2,48,6/30/19,1.11,2,263
9387120,48695642,1,1,12/1/15,0.02,1,0
9387436,48696992,2,16,1/1/19,0.41,1,262
9387914,6753765,4,1,1/3/16,0.02,3,0
9390084,47581480,4,0,,,1,0
9390729,15280538,3,74,7/6/19,1.67,1,62
9391430,6487616,3,6,2/3/16,0.14,1,0
9391509,48712266,5,201,6/27/19,4.7,2,212
9391541,16098958,30,1,8/31/18,0.1,96,252
9391609,16098958,30,0,,,96,341
9392042,9703540,14,1,8/28/16,0.03,1,0
9393005,14847501,1,0,,,2,0
9393127,47730499,1,52,6/30/19,1.2,1,74
9393134,32812120,3,4,5/29/17,0.11,2,0
9393314,14847501,5,0,,,2,0
9393332,46467513,1,0,,,1,0
9393343,35899921,3,2,2/22/16,0.05,1,0
9393610,48723117,4,0,,,1,0
9393674,1557889,5,125,9/29/18,2.83,2,177
9393885,48723057,3,0,,,1,0
9394188,38805180,3,2,1/2/19,0.05,1,356
9394266,48726094,2,151,6/17/19,3.46,1,0
9394419,3732336,1,7,7/23/17,0.16,1,0
9395128,36577517,2,21,6/15/19,0.48,2,311
9396442,26347594,1,11,12/8/17,0.25,1,0
9400570,48489264,30,0,,,1,0
9401453,39694819,1,1,11/21/15,0.02,1,0
9401508,48757168,5,34,1/14/19,0.77,1,7
9401601,10999333,4,0,,,1,0
9401880,24530091,53,2,2/14/18,0.05,1,365
9402784,20475463,5,3,6/3/19,0.25,1,78
9403937,16098958,30,0,,,96,265
9404068,16098958,30,7,6/24/19,0.18,96,280
9404707,381669,4,10,12/28/18,0.23,1,0
9404709,2743716,7,6,7/1/18,0.17,1,0
9404985,48771768,2,143,7/5/19,3.29,1,215
9405124,19059946,1,1,1/5/16,0.02,1,0
9405466,3414967,1,1,12/14/15,0.02,1,0
9405895,48775347,3,16,4/20/19,0.42,1,103
9407719,8712984,3,9,6/4/19,0.23,1,42
9407921,48784045,1,0,,,2,0
9408123,31368679,1,13,10/29/16,0.3,1,363
9408218,48784879,2,166,6/15/19,3.78,1,229
9408391,24338701,5,0,,,1,0
9409457,48790146,2,127,6/17/19,2.92,1,126
9409873,1442864,4,18,7/1/19,1.9,1,85
9410042,2370614,2,22,6/23/19,0.55,1,109
9410527,1401316,4,3,1/3/16,0.07,1,0
9410580,47993495,2,136,4/21/19,3.07,4,48
9411914,17234494,1,2,1/3/16,0.05,1,0
9412276,7683847,1,0,,,1,0
9412522,48249473,1,8,4/26/19,0.22,2,354
9412636,24244132,2,1,5/30/16,0.03,1,0
9412913,26926354,5,0,,,1,0
9413287,3337974,3,1,12/1/15,0.02,1,0
9413809,492064,2,37,11/25/18,0.84,1,0
9414019,1333485,2,19,1/2/17,0.45,1,0
9414237,14435697,14,0,,,1,0
9414317,48811662,3,67,6/9/19,1.52,1,296
9414496,37169371,1,1,11/27/15,0.02,1,0
9414521,23850513,5,3,1/1/17,0.07,1,0
9415026,14995329,1,1,12/14/15,0.02,1,0
9415109,48816743,2,18,1/2/17,0.44,1,0
9415568,17764174,1,0,,,1,365
9415685,43908809,2,14,4/29/18,0.33,3,90
9415828,43864152,2,3,10/24/16,0.08,1,0
9416007,31680304,3,46,6/13/19,1.05,2,92
9416198,48823036,1,156,6/27/19,3.58,1,22
9420768,48603189,1,17,1/3/18,0.4,1,0
9422196,12154291,1,1,6/13/16,0.03,1,0
9422573,248490,3,83,5/31/19,1.9,2,224
9423397,48854322,5,89,5/26/19,2.02,2,72
9424217,12122228,30,0,,,1,174
9425220,48861563,1,2,1/3/16,0.05,1,0
9425357,31985378,2,3,6/10/19,0.48,1,6
9425524,5753744,1,1,10/2/16,0.03,2,0
9426406,12241602,7,0,,,1,0
9426418,32725953,4,0,,,1,0
9426526,48866651,30,1,11/14/18,0.13,5,365
9427331,48870194,2,4,7/1/16,0.09,1,0
9427868,23234988,2,20,5/31/19,0.85,6,243
9428356,47507350,1,0,,,1,0
9429015,13129524,1,4,6/26/16,0.09,1,0
9430502,3100823,1,0,,,1,0
9431085,1601345,3,128,6/21/19,2.89,1,92
9433088,34236533,5,102,7/1/19,2.48,1,288
9434105,26299995,3,125,6/20/19,2.87,1,1
9434432,8012008,2,0,,,1,0
9434464,1241420,4,94,6/21/19,2.2,1,27
9434495,48899796,2,62,5/23/19,1.45,2,107
9434513,48899736,1,140,6/9/19,3.2,1,363
9434801,10335025,5,12,8/3/17,0.27,1,0
9435315,35539248,25,0,,,1,0
9435428,48904356,1,1,1/2/16,0.02,1,0
9435503,16722827,2,62,5/10/19,1.73,1,320
9435931,5037211,5,77,6/29/19,1.89,2,6
9436038,48866651,30,3,6/30/18,0.07,5,339
9436049,7117596,3,0,,,1,0
9436311,4284267,3,177,6/22/19,4.16,1,216
9437085,48913242,2,0,,,1,0
9437574,20496152,1,30,1/1/18,0.8,1,0
9443911,48943908,2,84,6/23/19,2.03,1,327
9444324,15873085,5,0,,,1,7
9444819,14266812,1,0,,,1,0
9444997,29417940,2,2,8/22/16,0.05,2,0
9445342,48866651,30,10,3/31/19,0.24,5,357
9445501,48866651,30,5,6/16/18,0.12,5,365
9445593,48949937,3,117,6/22/19,2.88,1,57
9445789,48866651,30,5,1/27/19,0.12,5,341
9447274,9703336,1,2,1/3/16,0.05,1,0
9450180,7989399,3,13,5/18/19,0.58,2,167
9451126,48970186,4,128,5/26/19,2.89,2,0
9451334,3718888,1,2,1/10/16,0.05,1,0
9451492,25406270,4,148,7/5/19,3.69,1,129
9451597,6630815,2,213,6/24/19,4.9,2,30
9451768,48977782,1,0,,,1,0
9451784,22953164,2,4,9/5/16,0.09,1,0
9452124,34403316,1,152,6/21/19,3.43,1,200
9452237,5855145,2,38,6/3/19,0.87,2,330
9452728,48983104,1,95,6/23/19,2.22,3,80
9452887,23909946,3,70,6/17/19,1.59,3,25
9453245,3784521,7,0,,,1,0
9453653,48988714,1,119,6/23/19,2.71,3,353
9457270,48320077,1,81,7/6/19,1.91,2,318
9457285,8604689,3,151,6/26/19,3.58,1,219
9457917,49011283,3,0,,,1,0
9458150,7571483,4,1,8/23/16,0.03,1,0
9458704,49015331,2,64,6/30/19,1.68,2,262
9459037,33368633,4,74,6/27/19,1.69,2,350
9459232,4052055,1,1,12/21/15,0.02,1,0
9460093,17263290,1,0,,,1,0
9461187,49027658,1,0,,,1,0
9461236,29408743,10,18,4/30/19,0.43,1,157
9461660,11611066,1,0,,,1,0
9461669,29518662,3,14,4/4/19,0.33,1,352
9461803,2611503,3,49,6/6/19,1.44,1,322
9461851,1374432,2,51,6/15/19,1.21,1,0
9462694,10240786,1,1,12/6/15,0.02,1,0
9463039,5857948,20,6,5/5/19,0.17,1,32
9463261,30942491,20,0,,,1,0
9464046,1607111,6,3,4/28/16,0.07,1,0
9464137,42956813,1,15,9/5/16,0.35,1,0
9464318,48890727,4,11,10/9/18,0.28,1,159
9464543,15208048,1,1,12/14/15,0.02,1,0
9464605,5776966,3,21,7/5/19,0.47,1,16
9464835,33580313,30,21,4/22/18,0.48,1,141
9466003,39981142,1,0,,,1,0
9469009,15674613,10,11,6/25/17,0.27,1,226
9469827,1240958,5,0,,,1,0
9470528,48854322,4,132,6/25/19,3,2,71
9470554,49082748,14,99,7/3/19,2.32,1,21
9470677,49083612,1,116,6/23/19,2.63,1,168
9471893,49090209,1,1,1/2/16,0.02,1,0
9471997,10208450,4,1,3/8/16,0.02,1,0
9473492,49099055,1,1,12/27/15,0.02,1,0
9473646,6240859,2,11,11/3/16,0.27,1,0
9473837,13713658,1,1,1/2/16,0.02,1,0
9473889,49101398,30,9,6/2/19,0.21,3,216
9474607,43951918,4,0,,,1,0
9475052,49108001,2,180,6/18/19,4.09,1,116
9475136,13034246,1,0,,,1,0
9475494,3394386,1,1,12/27/15,0.02,1,0
9475907,1991700,3,0,,,1,0
9476198,49115124,2,51,7/7/19,4.77,1,6
9476212,9721574,1,0,,,1,0
9476397,40503875,1,49,2/4/19,1.13,2,0
9476449,13859188,2,2,8/28/16,0.05,1,0
9476774,15145088,30,2,3/8/17,0.06,8,332
9476831,49118721,4,1,1/2/16,0.02,1,0
9476850,40947332,3,39,4/16/19,0.89,1,0
9477096,49120717,1,1,12/21/15,0.02,1,0
9477359,22063782,7,1,1/3/16,0.02,1,0
9477489,49123284,6,106,6/24/19,2.48,2,249
9477988,7530710,10,11,10/10/16,0.25,1,0
9478196,26748898,3,4,7/20/16,0.11,1,0
9478370,8200337,2,6,7/2/18,0.18,1,0
9479084,1177400,4,3,1/2/17,0.08,1,0
9479324,49133999,60,0,,,1,0
9479348,369154,4,16,4/30/19,0.37,1,206
9484346,49158190,1,3,1/3/16,0.07,1,0
9484892,13667539,1,2,1/1/16,0.05,1,0
9485047,49160243,4,130,2/14/19,3.04,1,329
9485566,46142110,3,0,,,1,0
9485606,49164778,3,76,6/16/19,1.78,1,360
9486111,14565422,2,95,6/23/19,2.51,2,248
9486229,49167739,4,47,5/15/19,1.06,2,283
9486332,49167534,2,0,,,1,0
9486961,49170998,7,3,1/1/18,0.07,1,0
9487424,7526931,4,0,,,1,0
9487497,2448332,8,37,6/19/19,0.87,1,85
9487684,4515330,4,2,6/6/16,0.05,1,0
9488285,49177258,2,21,6/16/19,0.53,1,304
9488756,1657540,7,2,12/7/15,0.05,1,0
9488762,3848874,4,0,,,1,0
9488878,49176019,4,114,6/20/19,2.62,1,282
9489073,49181430,5,13,6/28/19,0.3,1,127
9490080,49186493,4,0,,,1,0
9490600,26415140,5,0,,,1,0
9490959,49191712,2,59,6/14/19,1.38,1,19
9491126,5658754,3,1,12/2/15,0.02,1,0
9491448,47066108,3,5,5/18/17,0.12,1,0
9492069,171213,1,0,,,1,0
9492678,1335392,2,0,,,1,0
9492750,15441931,3,102,7/5/19,2.33,1,281
9492969,826493,1,0,,,1,0
9493142,49202910,1,0,,,1,0
9493324,1857387,3,1,11/23/15,0.02,1,0
9494304,224009,7,5,9/26/18,0.12,1,358
9495205,33058791,2,0,,,1,0
9495238,45514903,5,2,1/5/17,0.05,1,0
9495907,8920162,1,0,,,1,0
9496094,41066327,4,2,9/14/16,0.05,1,0
9496137,42573050,5,0,,,1,0
9496176,1557889,5,15,6/24/19,0.35,2,78
9496213,6515431,1,2,11/23/15,0.05,1,0
9496372,8472477,1,1,1/3/16,0.02,1,0
9496398,49220133,3,0,,,1,0
9496559,20160518,3,0,,,1,129
9497513,1850477,3,0,,,2,320
9502150,49245656,5,42,6/2/19,0.97,1,281
9504043,31155262,56,0,,,1,0
9504843,19410959,3,0,,,1,0
9505047,49255756,7,11,5/4/19,0.25,1,0
9505268,7098925,5,1,1/5/16,0.02,1,0
9505449,338562,2,4,5/8/17,0.11,1,0
9505990,49260425,3,1,7/25/16,0.03,1,0
9506014,37579015,5,7,4/22/19,0.16,5,82
9507100,49182321,5,4,10/20/17,0.14,1,0
9507112,3256433,30,7,10/22/18,0.19,7,0
9507521,49268145,2,2,1/1/16,0.05,1,0
9508202,43707936,2,0,,,1,0
9508780,10039346,2,0,,,1,0
9509148,5023498,4,116,4/19/19,2.74,1,165
9509218,49275064,3,54,6/23/19,1.24,1,0
9509369,24767704,2,4,6/20/16,0.09,1,0
9510158,21366569,5,49,5/31/19,1.15,2,251
