host_id,host_name,list_id,neighbourhood_group,neighbourhood,calculated_host_listings_count
54375099,Rob,10544439,Manhattan,SoHo,1
54378184,Eej,10545027,Brooklyn,Clinton Hill,3
4148248,Guillermo,10545815,Brooklyn,Williamsburg,2
54378184,Eej,10546254,Brooklyn,Fort Greene,3
18030603,Madeline,10546363,Manhattan,Gramercy,1
8007003,Bridget,10546568,Manhattan,West Village,1
13558726,Dory,10546606,Brooklyn,Bedford-Stuyvesant,1
1520623,Bec,10546729,Brooklyn,Columbia St,1
54401446,Tucker,10548768,Manhattan,Harlem,1
52262589,Samantha,10548910,Manhattan,Kips Bay,1
25996073,Jonathan,10549650,Manhattan,Tribeca,1
880323,Vincent,10551015,Brooklyn,Bushwick,1
54422839,Sarah,10551695,Brooklyn,Prospect Heights,1
44547688,Carol,10553095,Brooklyn,East New York,2
6650002,Christina,10554070,Queens,Long Island City,1
45531690,Anjulika,10560986,Brooklyn,Greenpoint,1
30356325,Joel,10561771,Manhattan,Harlem,1
5769963,Anoush,10562085,Brooklyn,Williamsburg,1
9932811,Alison,10562990,Brooklyn,Flatbush,1
15105293,Ryan,10563076,Brooklyn,Williamsburg,1
1258469,Mark,10563686,Brooklyn,Fort Greene,1
304651,Egbert Miles,10564375,Manhattan,Chelsea,1
17012496,Lisa,10564483,Brooklyn,Williamsburg,1
51501835,Jeniffer,10564616,Manhattan,Hell's Kitchen,31
17191693,Moss,10566341,Brooklyn,Williamsburg,2
22499760,Jonny,10567332,Brooklyn,Williamsburg,1
17191693,Moss,10568208,Brooklyn,Williamsburg,2
48170471,Johanna,10568646,Brooklyn,Williamsburg,2
54539364,Ildiko,10573225,Brooklyn,South Slope,1
54548232,Anna,10574818,Manhattan,Harlem,2
1802807,Lily,10574909,Brooklyn,Williamsburg,2
25475028,Mark,10575777,Manhattan,Chinatown,1
14611780,Paige,10575811,Brooklyn,Columbia St,1
5479882,Nata,10576172,Manhattan,Harlem,1
5304248,Drew,10576212,Brooklyn,Bedford-Stuyvesant,1
10406845,Amanda,10576404,Manhattan,Upper East Side,1
1424084,Claire,10576498,Brooklyn,Bushwick,1
48988714,Luigi,10585031,Brooklyn,Williamsburg,3
14944507,Jason & Carlos,10586622,Brooklyn,Park Slope,1
32712155,Russell,10587891,Manhattan,Chelsea,1
1558246,Modupe,10589384,Brooklyn,Fort Greene,1
14077910,Sabrina And Antoine,10591658,Manhattan,Greenwich Village,1
4745560,Michelle,10592839,Brooklyn,Bushwick,1
2787,John,10593675,Brooklyn,Bensonhurst,6
16919131,Joseph,10595000,Brooklyn,Park Slope,1
13731605,Antonella,10595374,Brooklyn,Crown Heights,2
54675040,Christopher,10596856,Queens,Woodside,1
53894093,Rafael,10600032,Staten Island,Midland Beach,1
344035,Brooklyn&   Breakfast    -Len-,10605445,Brooklyn,Prospect Heights,13
13731605,Antonella,10605897,Brooklyn,Crown Heights,2
43816209,Shawn,10608951,Brooklyn,Bedford-Stuyvesant,1
1515120,Dino,10609249,Manhattan,Midtown,1
5179817,Damien,10609963,Manhattan,Flatiron District,1
51501835,Jeniffer,10611168,Manhattan,Hell's Kitchen,31
24938988,Eli,10612067,Manhattan,Upper East Side,1
54761069,Erika,10612199,Manhattan,Harlem,1
54763152,Mary Sue,10612564,Manhattan,Upper West Side,1
13620283,Brenn,10614204,Manhattan,Harlem,1
4966907,Hatim,10615883,Brooklyn,Bedford-Stuyvesant,1
4274594,Matt,10625484,Brooklyn,Bedford-Stuyvesant,1
5812675,Danny,10628495,Brooklyn,Crown Heights,1
9273561,Nadine,10630048,Manhattan,East Harlem,1
37806185,David,10631201,Manhattan,Murray Hill,1
697477,Kesang,10634636,Queens,Woodside,1
54908827,Nina,10635913,Manhattan,Murray Hill,1
54917558,Valeria,10636997,Brooklyn,Bushwick,1
11160340,Jerome,10637010,Manhattan,Morningside Heights,2
54921733,Louise,10637554,Brooklyn,Flatbush,3
32298504,Cassy,10647977,Manhattan,Washington Heights,1
10489069,Alexandr,10648971,Manhattan,Upper West Side,1
25104068,Michael,10650510,Brooklyn,Crown Heights,1
16098958,Jeremy & Laura,10651757,Manhattan,Hell's Kitchen,96
55036405,Shoaib,10656360,Manhattan,Upper East Side,1
36199306,Shelby,10657080,Manhattan,Nolita,1
10571574,Claudia,10657189,Brooklyn,Bedford-Stuyvesant,1
21229563,Ankita,10658564,Manhattan,Upper East Side,1
2645592,De & Claudia,10658613,Queens,Astoria,2
55060863,Rob,10659825,Brooklyn,Midwood,1
55062858,Jennifer,10660249,Manhattan,Hell's Kitchen,1
9466826,Marion,10666314,Brooklyn,Williamsburg,1
11375436,Sharra,10671589,Brooklyn,Windsor Terrace,1
8136206,Rob,10672698,Brooklyn,Prospect-Lefferts Gardens,2
40733633,Betsy,10674243,Manhattan,Inwood,1
51238762,Marcin,10674836,Manhattan,East Village,1
2199280,Rosa,10675118,Manhattan,Morningside Heights,1
7556789,Samuel,10675218,Manhattan,East Harlem,1
12672672,Rebecca,10676786,Brooklyn,Sunset Park,1
47121117,Cindy,10676959,Manhattan,Harlem,1
41474488,Gina,10677426,Manhattan,Greenwich Village,1
48415933,Judene,10679702,Brooklyn,Clinton Hill,1
55165952,Liz,10679740,Brooklyn,Williamsburg,1
29882817,Nick,10680745,Manhattan,East Village,1
5075354,Ted,10681362,Brooklyn,Crown Heights,1
16098958,Jeremy & Laura,10681555,Manhattan,Hell's Kitchen,96
55179950,Emilio,10681986,Manhattan,Washington Heights,1
41494545,Connie,10682290,Brooklyn,Bushwick,1
8655790,Romany,10682316,Brooklyn,Bushwick,1
50296635,Siobhán,10682536,Brooklyn,Williamsburg,1
19227044,Adam,10684164,Brooklyn,Flatbush,1
55197031,단비,10684843,Manhattan,West Village,1
55201743,William,10685403,Brooklyn,Bushwick,1
18192996,Jessica And Danny,10685496,Queens,Ditmars Steinway,2
36998357,Lev,10686287,Manhattan,Kips Bay,1
10558652,Teddy,10686350,Manhattan,Two Bridges,2
55207670,David,10686406,Queens,Astoria,1
15927582,Hena,10686809,Brooklyn,Park Slope,1
8784903,Terra,10686958,Manhattan,Inwood,1
2541529,Sarah,10692885,Manhattan,Chelsea,1
488202,Emlyn,10695252,Manhattan,SoHo,1
55257448,Daniel,10695321,Brooklyn,Flatbush,1
55261821,Celine,10696159,Brooklyn,Park Slope,1
55270457,Karolina,10697652,Brooklyn,Bushwick,1
345252,Thomas,10701027,Brooklyn,Crown Heights,3
14796247,Sandra And Cary,10702489,Brooklyn,Flatbush,4
23778489,Valissa,10702506,Manhattan,East Village,1
55300400,Katherine,10702865,Manhattan,SoHo,1
6716450,Lacy,10704981,Manhattan,Upper West Side,1
55334250,Kara & Tyler,10708300,Brooklyn,Crown Heights,1
11774630,Jane,10709205,Manhattan,East Harlem,2
35761677,Sandrine,10709249,Brooklyn,Bedford-Stuyvesant,1
7822683,,10709846,Brooklyn,Greenpoint,1
45085848,Joel & Renee,10710179,Manhattan,East Village,1
55395596,Vian,10719039,Bronx,Fieldston,1
24981045,Julio,10723142,Queens,Astoria,1
1913404,Ellie,10724373,Manhattan,Gramercy,1
52950465,Gal,10724792,Manhattan,Midtown,12
55433649,Brian,10725897,Brooklyn,Williamsburg,1
3139829,Tyler,10729454,Manhattan,Upper East Side,1
10954437,Riah,10729951,Brooklyn,Bedford-Stuyvesant,1
28546873,Justin,10730086,Brooklyn,Bedford-Stuyvesant,1
45033175,Eugene,10731035,Manhattan,Hell's Kitchen,3
10525320,Candace,10731317,Manhattan,Upper East Side,2
29880001,Saket,10731618,Manhattan,Flatiron District,1
12133055,Martin,10731680,Manhattan,Hell's Kitchen,1
22774265,Pika,10732197,Manhattan,Roosevelt Island,1
34040597,Joseph F,10732341,Manhattan,Upper East Side,1
53224546,Zachory,10732870,Manhattan,Washington Heights,1
45005719,Nia,10733505,Manhattan,Hell's Kitchen,1
55532612,Chantelle,10741931,Queens,Arverne,1
55558315,Euvin,10746511,Brooklyn,Crown Heights,1
24489871,Adriana,10747156,Queens,Rego Park,2
55567227,Neida,10748040,Manhattan,Harlem,2
15546330,Helen,10751336,Manhattan,Morningside Heights,1
20358661,Ryan,10752737,Manhattan,Lower East Side,1
2423061,Mike,10753780,Brooklyn,Clinton Hill,1
8794068,Marico,10753967,Brooklyn,Williamsburg,1
35301269,Maria,10755415,Manhattan,Harlem,1
55617221,Chad,10755419,Manhattan,Civic Center,1
25514430,Alisha,10755640,Brooklyn,Prospect-Lefferts Gardens,1
33859930,Ghe,10755963,Brooklyn,East Flatbush,1
8851665,Ohad,10765309,Manhattan,West Village,1
243427,Mar,10765607,Brooklyn,Williamsburg,1
13713796,Mikael,10766309,Manhattan,Chelsea,1
9358748,Uri,10766339,Brooklyn,Crown Heights,1
51372003,Ninell,10769752,Brooklyn,East Flatbush,2
55709707,Ethan,10770836,Manhattan,Upper West Side,1
55713233,Ryan,10771369,Manhattan,Murray Hill,1
47062311,Maggie,10771754,Brooklyn,Flatbush,1
55718379,Aaash,10772141,Manhattan,Hell's Kitchen,1
55725808,Xin,10773150,Manhattan,East Harlem,1
3068641,Erum,10774325,Manhattan,Harlem,1
55785222,Ryan,10782718,Queens,Astoria,1
48320077,Michael,10784650,Manhattan,East Village,2
55808233,John,10786240,Manhattan,Hell's Kitchen,1
55813598,Karen,10786987,Brooklyn,Gravesend,2
16430584,Karen,10787042,Manhattan,Hell's Kitchen,1
55823684,Timothy,10788568,Manhattan,East Village,1
329931,Patricia,10789121,Brooklyn,Crown Heights,1
32003714,Christopher,10789911,Queens,Ditmars Steinway,1
14171743,Douglas,10790350,Brooklyn,South Slope,1
55853534,Megan,10792883,Brooklyn,Bedford-Stuyvesant,1
798949,Rachel,10798553,Brooklyn,Greenpoint,1
11189753,Sj,10801094,Brooklyn,Fort Greene,4
55908144,Setareh,10801474,Manhattan,Harlem,1
18575991,Gregory,10803759,Brooklyn,Williamsburg,1
11522679,Andie,10805767,Manhattan,East Village,1
45082547,Gretta J.,10807749,Brooklyn,South Slope,1
55948559,Barry,10807838,Bronx,Pelham Gardens,4
15129374,Ben,10808086,Manhattan,Lower East Side,1
6198203,Janice,10808493,Brooklyn,East Flatbush,1
5397742,Natalie,10810807,Brooklyn,Downtown Brooklyn,1
6778614,Lindsey,10811465,Brooklyn,Bushwick,2
19408191,Julien,10811548,Manhattan,Greenwich Village,1
6044561,John,10811681,Manhattan,Midtown,1
768181,Darius,10811875,Brooklyn,Williamsburg,1
6126518,Serafima,10812027,Manhattan,Upper East Side,1
4827009,Liat,10812136,Brooklyn,Williamsburg,1
1639309,Fiona,10812263,Brooklyn,Columbia St,1
55982547,Nick,10812612,Manhattan,Battery Park City,1
17052634,Mike,10812960,Brooklyn,Crown Heights,1
16326744,Dariusz,10813133,Brooklyn,Bushwick,1
24304455,Natallia,10822131,Manhattan,Flatiron District,1
7911103,David,10824421,Brooklyn,Greenpoint,1
12485770,Raanan,10824871,Manhattan,SoHo,9
10295496,Courtney,10826734,Brooklyn,Bushwick,1
31411094,Ronit,10827567,Brooklyn,Crown Heights,1
5075049,Cyrus,10827775,Manhattan,East Village,1
56066018,Alex,10828230,Brooklyn,Crown Heights,1
697990,Alvaro,10829701,Brooklyn,Williamsburg,1
56078939,Tony,10830083,Staten Island,Tottenville,1
2276842,Debbie,10830815,Brooklyn,Williamsburg,2
56082757,Rj,10830834,Brooklyn,Williamsburg,1
1334808,Kristina,10833173,Brooklyn,Williamsburg,2
12353168,Ali,10835801,Brooklyn,Williamsburg,1
17592675,Jennifer,10836260,Manhattan,Midtown,1
56119624,Neta,10836805,Manhattan,Harlem,1
2252514,April,10837039,Brooklyn,Prospect-Lefferts Gardens,1
43533460,Laurène,10837800,Manhattan,Washington Heights,1
3881467,Robert,10838084,Manhattan,Washington Heights,1
56112494,Shannon,10838743,Brooklyn,Bushwick,1
56124518,David,10839007,Manhattan,Lower East Side,1
38116129,Marissa,10847901,Brooklyn,Bensonhurst,1
34698196,Nic,10848827,Brooklyn,Flatbush,1
39261381,Nathaniel,10849166,Brooklyn,Flatlands,2
56193545,Danny,10849426,Manhattan,Upper East Side,1
185847,Faizal,10849750,Brooklyn,Fort Greene,1
56197328,Paul,10850008,Manhattan,Morningside Heights,2
7594757,Chaz,10850026,Manhattan,Washington Heights,1
8573805,Eve,10851925,Queens,Ridgewood,1
56214524,Kathleen,10853313,Brooklyn,Clinton Hill,1
35494734,Jennifer,10853955,Queens,Woodside,2
790177,Erin,10855464,Brooklyn,Sunset Park,1
36894011,Miriam,10857454,Brooklyn,Fort Greene,2
14460656,Anna,10858150,Manhattan,East Village,1
53199312,Zamena,10859700,Queens,East Elmhurst,1
47898830,Dennis,10863225,Manhattan,Upper West Side,1
20408271,Francois,10864440,Brooklyn,Red Hook,2
56312532,Danoulo28,10869804,Manhattan,Upper West Side,1
43220844,Adil,10874577,Manhattan,Upper East Side,1
56342651,Valeria,10875244,Manhattan,Upper West Side,1
617990,Christopher,10880196,Queens,Jackson Heights,2
2478644,Kim,10880473,Brooklyn,Bedford-Stuyvesant,1
56376946,Cory,10881164,Brooklyn,Clinton Hill,1
30410829,Michelange,10881719,Manhattan,Chinatown,1
14585417,Samantha,10882066,Brooklyn,Williamsburg,1
27360886,Kaya,10883053,Manhattan,Upper East Side,1
15651999,Kunjan,10885211,Manhattan,Midtown,1
56410306,Cole,10886372,Brooklyn,Prospect-Lefferts Gardens,1
17646340,Donald,10886532,Brooklyn,Williamsburg,2
56412357,Scott,10886628,Brooklyn,Greenpoint,1
8261208,Shakima,10886971,Brooklyn,Bedford-Stuyvesant,1
4343152,Anna,10887262,Manhattan,Harlem,1
39754804,Karen,10887852,Manhattan,Hell's Kitchen,1
971075,Jabari,10888320,Bronx,Mount Hope,2
836911,Cathy,10899004,Brooklyn,Windsor Terrace,3
836911,Cathy,10901062,Brooklyn,Windsor Terrace,3
605463,West Village,10901255,Manhattan,West Village,4
32265481,Neena,10902752,Manhattan,Harlem,1
28378670,Jesse,10903055,Manhattan,Chelsea,1
56514111,Jenna,10904914,Manhattan,Chelsea,1
5429885,Ergie,10909987,Manhattan,Harlem,1
25498781,Lauren,10919160,Manhattan,East Village,1
4497387,Cristina,10919968,Manhattan,Upper West Side,1
56607815,Jonathan,10921091,Manhattan,Upper West Side,1
3411196,Tasha,10921135,Brooklyn,Kensington,1
56616493,Daniele,10922736,Queens,Forest Hills,1
39528519,Max,10922889,Manhattan,Lower East Side,28
25461543,David,10924304,Manhattan,Harlem,2
36081529,Jon,10925309,Manhattan,West Village,1
7364894,Mac,10925844,Brooklyn,Bushwick,1
3576466,Kevin,10926362,Manhattan,Hell's Kitchen,2
7650414,Keith,10928250,Manhattan,Harlem,2
25044529,Xin,10930279,Manhattan,Upper West Side,1
17601552,Ashley,10937904,Manhattan,Harlem,1
2455178,Nessa,10938202,Brooklyn,Flatbush,1
10583598,Devon,10938544,Brooklyn,Prospect-Lefferts Gardens,1
7501803,Hannah,10939255,Brooklyn,Flatbush,1
914838,Lior,10939344,Manhattan,Hell's Kitchen,7
9192860,Alex,10939710,Queens,Ridgewood,1
56726605,Weisbrod,10940559,Brooklyn,Canarsie,3
56732131,Désirée,10941762,Manhattan,Lower East Side,1
52761277,Min,10943209,Manhattan,East Village,1
56710089,Kate,10943915,Manhattan,Harlem,1
56752163,Sabina,10944845,Manhattan,Lower East Side,2
56758927,Carol,10945632,Queens,Queens Village,1
18495460,Frank,10946644,Brooklyn,Crown Heights,3
56775169,Rose,10947986,Bronx,Kingsbridge,1
20903132,Vanessa,10949554,Brooklyn,Bedford-Stuyvesant,1
56836468,Mark,10957871,Manhattan,East Village,1
21784104,Paulo,10958463,Manhattan,East Harlem,1
4269459,Lindsey,10958668,Brooklyn,Crown Heights,1
56887361,Ariel,10966240,Brooklyn,Bedford-Stuyvesant,1
4837798,Jayson,10967026,Manhattan,Harlem,1
7781522,Angela,10967300,Manhattan,Harlem,1
834052,A.J.,10967749,Manhattan,Hell's Kitchen,1
11559235,Katherine,10972148,Manhattan,Harlem,1
48573590,Sherrilyn,10974609,Brooklyn,East Flatbush,1
56754697,Liz,10978135,Manhattan,Midtown,1
22858411,Tracy,10980168,Brooklyn,South Slope,1
79339,Ann,10980678,Brooklyn,Bedford-Stuyvesant,1
56984176,Giuseppa,10983426,Queens,Rego Park,1
23865843,Carlin,10984202,Manhattan,Upper West Side,1
22702361,Lisa-Marie,10984999,Manhattan,Chinatown,1
56995315,Nina,10985093,Manhattan,Roosevelt Island,1
825856,Rubi,10985169,Brooklyn,Bedford-Stuyvesant,1
56998739,Myles & Christian,10985734,Brooklyn,Greenpoint,1
7903382,Annie,10987342,Brooklyn,Brooklyn Heights,1
57015584,Peter,10988682,Queens,Long Island City,1
24361297,Summer,10990088,Manhattan,Chinatown,1
19000768,Karina,10992335,Queens,Sunnyside,2
11501945,Victoria,10994530,Brooklyn,Flatbush,2
1755999,Lindsey,10995738,Brooklyn,Williamsburg,1
57055185,Halley,10995810,Queens,Astoria,1
38794144,Hannah,10996466,Brooklyn,Crown Heights,1
57097075,Matt,11003247,Manhattan,Washington Heights,1
57107571,Molly,11005300,Manhattan,East Village,1
56498254,Tecla,11006093,Manhattan,SoHo,1
24625891,T,11006134,Manhattan,Chelsea,1
30283594,Kara,11007370,Manhattan,Theater District,121
57122538,Balla,11008081,Manhattan,Harlem,1
344035,Brooklyn&   Breakfast    -Len-,11009529,Brooklyn,Prospect Heights,13
57069872,Allison,11010008,Queens,Astoria,1
22861935,Jessica,11011567,Brooklyn,Columbia St,1
38968716,Ali,11011759,Manhattan,Kips Bay,1
53051331,James  And  Mina,11014346,Brooklyn,Crown Heights,1
57165692,Charles,11020169,Bronx,Baychester,2
57186170,Deirdre,11020841,Brooklyn,Bedford-Stuyvesant,3
27673980,Amy,11023993,Queens,Flushing,8
57242530,Jack,11030761,Manhattan,East Village,1
44776542,Danielle,11031059,Brooklyn,Bedford-Stuyvesant,1
6265305,Federico,11032588,Brooklyn,Williamsburg,1
57254931,Courtney,11032957,Brooklyn,Clinton Hill,1
57257971,Jenna,11033476,Brooklyn,Sunset Park,1
16141222,Somar,11033590,Manhattan,West Village,1
57269448,Chantal,11035889,Manhattan,Lower East Side,1
57265004,Patricia,11036071,Brooklyn,Prospect-Lefferts Gardens,1
31651673,Mathieu,11037023,Brooklyn,Williamsburg,3
57275881,Allegra,11037105,Brooklyn,Williamsburg,1
57289930,Stephanie,11039706,Queens,Sunnyside,1
20607397,Jonathan,11040458,Manhattan,Harlem,1
57305837,Yair,11042240,Brooklyn,South Slope,1
1607646,Dee,11042350,Manhattan,East Harlem,1
5546836,Natalie,11043540,Manhattan,Lower East Side,1
31879354,Zach,11043651,Brooklyn,Bushwick,1
914838,Lior,11043970,Manhattan,Hell's Kitchen,7
1395401,Peter,11044326,Manhattan,Upper East Side,1
57049951,Eliahu,11044453,Manhattan,Harlem,9
57322543,Richard,11045529,Manhattan,Hell's Kitchen,1
17171841,Bond,11046443,Manhattan,East Harlem,1
10573152,Dasha,11046598,Brooklyn,Flatbush,1
36369973,Sarah,11049502,Manhattan,East Village,1
16098958,Jeremy & Laura,11057550,Manhattan,West Village,96
57398859,Sean,11059197,Queens,Flushing,1
12872352,Jada,11060328,Manhattan,Midtown,3
30918593,Cindy,11061063,Manhattan,Hell's Kitchen,1
3419036,Ofer,11062438,Manhattan,Upper East Side,1
6961443,Victoria,11062629,Manhattan,Midtown,2
6961443,Victoria,11063065,Manhattan,Midtown,2
45896206,Dora,11065341,Brooklyn,Greenpoint,1
57434801,Reese,11065571,Brooklyn,Brooklyn Heights,1
19340034,Ross,11065633,Manhattan,Gramercy,1
8243103,Paul,11067934,Manhattan,Civic Center,1
9132107,Alice,11068187,Manhattan,Upper West Side,1
57452929,Jonathan,11068607,Brooklyn,Williamsburg,1
390251,Lilly,11069190,Manhattan,Harlem,4
57460097,Pengfei,11069291,Queens,Elmhurst,1
38068387,Xolie,11077282,Brooklyn,Clinton Hill,4
2155213,Andy,11080142,Manhattan,Washington Heights,1
30995829,David,11083362,Manhattan,Washington Heights,1
10994250,Jerry,11085352,Brooklyn,Williamsburg,1
118126,Pat,11086888,Manhattan,Harlem,1
15231059,Apollo,11089123,Manhattan,Lower East Side,4
7775937,Joseph,11091309,Brooklyn,East New York,1
38068387,Xolie,11095719,Brooklyn,Clinton Hill,4
38120363,Brian,11096801,Brooklyn,Crown Heights,2
2228137,Amanda,11096888,Brooklyn,Kensington,1
24800102,Kevin,11097962,Manhattan,East Harlem,1
10199059,Manasvi,11098018,Brooklyn,Bushwick,1
57648603,Shpresa,11100490,Manhattan,Gramercy,1
48880382,Samaa,11100541,Brooklyn,Carroll Gardens,1
7872220,Charlie,11101754,Brooklyn,Bedford-Stuyvesant,1
4110759,Lorenzo,11102591,Brooklyn,Williamsburg,1
16098958,Jeremy & Laura,11105968,Manhattan,West Village,96
57697937,Artie,11107261,Manhattan,Harlem,1
13611255,Lamee,11114607,Brooklyn,Bedford-Stuyvesant,3
57755346,Natalie,11117439,Manhattan,East Harlem,1
57762390,Annette,11118296,Queens,Forest Hills,1
57765248,Chandni,11118641,Manhattan,Hell's Kitchen,1
15193965,Matt,11120231,Brooklyn,Crown Heights,1
46980935,Shay,11120851,Brooklyn,Downtown Brooklyn,1
55425653,Alessandro,11121739,Manhattan,NoHo,1
10556524,Ryan,11123031,Brooklyn,Williamsburg,2
20794193,Carlo,11123966,Manhattan,Harlem,1
3135272,Han Sheng,11123996,Manhattan,Gramercy,1
42779345,Jodi,11128811,Queens,Long Island City,1
57843472,David,11130697,Manhattan,Hell's Kitchen,1
43082746,Hillary,11132775,Manhattan,Washington Heights,1
21986616,Valentina,11136854,Brooklyn,Gravesend,1
24839836,Kai,11137382,Brooklyn,Bedford-Stuyvesant,1
57885166,Emily,11138618,Brooklyn,Gowanus,1
57885474,Shully'S,11138823,Bronx,Wakefield,2
827235,Adam,11138910,Brooklyn,Bedford-Stuyvesant,1
45677054,Lex And Raun,11139469,Brooklyn,Bedford-Stuyvesant,1
923791,Daniel,11140165,Brooklyn,South Slope,2
49033458,Stephen,11141064,Brooklyn,Windsor Terrace,1
27087652,Louise,11143891,Brooklyn,Bushwick,1
48819868,Nick,11144496,Brooklyn,Williamsburg,1
7401344,Fla,11144544,Manhattan,Midtown,1
16098958,Jeremy & Laura,11145050,Manhattan,Upper West Side,96
344035,Brooklyn&   Breakfast    -Len-,11146432,Brooklyn,Prospect Heights,13
57944278,Ashley,11146878,Brooklyn,Williamsburg,1
22218564,Jeremy,11147376,Brooklyn,Fort Greene,1
57954654,Olu,11147993,Bronx,Williamsbridge,1
6980995,Dominik,11148990,Manhattan,Chinatown,5
57995737,Remi O.,11153954,Manhattan,East Harlem,1
2856748,Ruchi,11156579,Manhattan,Midtown,49
17259339,Maia,11157167,Manhattan,Two Bridges,1
4968801,Mary,11158160,Brooklyn,Bedford-Stuyvesant,1
4302160,Erica + Jonathan,11162285,Brooklyn,Fort Greene,1
14713587,Annie,11162475,Manhattan,Upper West Side,1
2119276,Host,11162564,Manhattan,Gramercy,39
58061728,Clinton,11162977,Queens,Ditmars Steinway,1
58070616,Brandon,11164047,Brooklyn,Bedford-Stuyvesant,1
5162894,Catherine,11164599,Manhattan,Midtown,1
58076069,Rochel,11164714,Brooklyn,Williamsburg,1
36574113,Johnny,11165881,Queens,Long Island City,1
1475015,Mike,11166140,Manhattan,Murray Hill,52
58098561,Megan,11167618,Brooklyn,Park Slope,1
6032945,Tabata,11168007,Brooklyn,Greenpoint,1
23435560,Iris & Renato,11168411,Brooklyn,Bedford-Stuyvesant,1
2856748,Ruchi,11173173,Manhattan,Upper East Side,49
32124237,Damian,11175261,Brooklyn,Prospect-Lefferts Gardens,1
58164974,Jeff,11176819,Manhattan,Hell's Kitchen,1
6980995,Dominik,11178582,Manhattan,Chinatown,5
45595980,Tny,11183567,Manhattan,Upper East Side,12
20609201,Maurice,11183878,Brooklyn,Crown Heights,1
1613244,Ariel,11185885,Manhattan,East Village,9
58234433,Martin,11186765,Queens,Sunnyside,8
3285470,Joannie,11187353,Brooklyn,Cobble Hill,1
2772230,Jase,11187722,Manhattan,Hell's Kitchen,1
35672187,Sharda,11190303,Manhattan,East Village,1
6980995,Dominik,11190497,Manhattan,Civic Center,5
1549512,Ilene,11190701,Brooklyn,Bushwick,2
18833883,Norga,11190831,Brooklyn,Bedford-Stuyvesant,1
35320932,Samantha,11191242,Manhattan,Gramercy,1
58274544,Austin,11192547,Brooklyn,Crown Heights,1
29510402,Douglas,11194693,Bronx,Longwood,3
2856748,Ruchi,11198278,Manhattan,Greenwich Village,49
2856748,Ruchi,11199622,Manhattan,East Village,49
22123619,Antoine,11199645,Brooklyn,Crown Heights,2
7678663,Ella,11204018,Brooklyn,Crown Heights,1
15231059,Apollo,11206278,Manhattan,Lower East Side,4
58388047,Jay,11210604,Manhattan,Upper West Side,1
58389790,Claudia & Turi,11210829,Brooklyn,Bedford-Stuyvesant,1
57069428,Stuart,11211612,Brooklyn,Williamsburg,1
58405281,Cristina,11212414,Manhattan,Harlem,1
34813079,Jennifer (And My Brother Gordon),11213418,Manhattan,Little Italy,1
58437137,David,11216918,Manhattan,West Village,1
24880134,Cam,11218995,Brooklyn,Prospect Heights,3
58453451,Michael,11219289,Brooklyn,East New York,2
58467654,Thomas,11221362,Manhattan,Midtown,1
18284376,Carol,11222221,Manhattan,West Village,1
36656552,Kandee,11223328,Manhattan,Lower East Side,3
683203,Suguna,11224100,Brooklyn,Prospect Heights,1
16103591,April,11226811,Manhattan,Inwood,1
58514808,David,11227558,Brooklyn,Williamsburg,1
22420999,Herman,11228502,Queens,Richmond Hill,5
58523861,Doris,11228512,Manhattan,Upper East Side,1
20134231,Paulette,11228611,Queens,Springfield Gardens,3
56878925,Joyce,11229663,Queens,Forest Hills,2
24146326,Julien,11234747,Queens,Astoria,2
219970,Fely,11236273,Brooklyn,Crown Heights,2
26434803,Zach,11238715,Brooklyn,Bushwick,2
33535733,Andrew,11239207,Manhattan,Midtown,1
12317978,Megan,11239248,Manhattan,East Village,1
25713263,Jess,11240650,Manhattan,Upper West Side,1
17861935,Yoon,11242469,Queens,Flushing,1
24058309,Abigail,11244921,Manhattan,Midtown,1
55688014,Juliann,11253351,Manhattan,Hell's Kitchen,1
58730304,Adrienne,11254989,Manhattan,East Village,1
181201,Caroll,11255694,Brooklyn,Bedford-Stuyvesant,1
56066134,Jocelyn,11257497,Manhattan,Washington Heights,1
29182025,Jonty,11257690,Manhattan,Gramercy,1
5440411,Dom,11259934,Brooklyn,Williamsburg,1
58779931,Nicholas,11261146,Brooklyn,Williamsburg,1
8145820,Felix,11271036,Manhattan,East Harlem,1
58857198,Melanie,11272222,Bronx,Concourse Village,1
1373616,Gregory,11272815,Brooklyn,Williamsburg,1
47481444,Trace,11276229,Manhattan,Gramercy,1
10262436,Jenn,11276513,Brooklyn,Park Slope,1
22492254,Diana Mia,11279590,Manhattan,Upper East Side,1
22292023,Jordon,11279820,Manhattan,Lower East Side,1
525856,Rick,11279847,Brooklyn,Clinton Hill,1
24258262,Hannah,11281365,Manhattan,Washington Heights,1
3040512,Andrea,11281913,Manhattan,West Village,1
1779599,Bettina,11282208,Brooklyn,Bedford-Stuyvesant,1
58931360,Juliana,11282348,Manhattan,Upper West Side,1
5408649,Steven,11282499,Manhattan,Hell's Kitchen,1
3925093,Nina,11282788,Brooklyn,Prospect Heights,1
4592263,Natalie,11284520,Brooklyn,Bushwick,1
7519175,Ira,11284626,Brooklyn,Bushwick,1
25052740,Nina,11291712,Brooklyn,Bedford-Stuyvesant,3
59007500,Matt,11293006,Manhattan,East Village,1
59018284,Dorien,11294566,Brooklyn,Bedford-Stuyvesant,1
7055854,Diane,11295457,Manhattan,East Harlem,5
